fps,time,date,plyrName,plyrLocation,plyrHealth,plyrInventory,plyrArmor,plyrOffhand,plyrStatus,plyrHunger,plyrSat,plyrView,plyrFacing,plyrSelectedSlot,plyrSelectedItem,plyrRideState,plyrRideVehicle,plyrMomentum
37.0,16:58:37.532602900,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
37.0,16:58:37.545013300,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
37.0,16:58:37.549105500,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
37.0,16:58:37.553101200,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
37.0,16:58:37.556616800,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
37.0,16:58:37.584707900,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
30.0,16:58:37.637910600,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
30.0,16:58:37.708917400,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
30.0,16:58:37.732464500,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
30.0,16:58:37.782722100,2025-11-10,literal{minecrafter256},"(104.20210670360522, 72.0, 136.96777125237057)",20.0,[],"Armor Slot 0: None, Count: 0; Armor Slot 1: None, Count: 0; Armor Slot 2: None, Count: 0; Armor Slot 3: None, Count: 0; ","Offhand: None, Count: 0; ",[],20.0,20.0,"[0.462412952831386, -0.46561472655075486, -0.7545708631220954]",west,0,8 minecraft:birch_log,False,Player is not currently riding anything,0.0784000015258789
